filename,true_label,ensemble_pred_label,resnet_f0_prob,resnet_f1_prob,resnet_f2_prob,resnet_f3_prob,resnet_f4_prob,deit_f0_prob,deit_f1_prob,deit_f2_prob,deit_f3_prob,deit_f4_prob,convnext_F0_prob,convnext_F1_prob,convnext_F2_prob,convnext_F3_prob,convnext_F4_prob,mednext_F0_prob,mednext_F1_prob,mednext_F2_prob,mednext_F3_prob,mednext_F4_prob,ensemble_probs,ensemble_f0_prob,ensemble_f1_prob,ensemble_f2_prob,ensemble_f3_prob,ensemble_f4_prob
a1568.jpg,F0,F0,0.525171,0.14974633,0.045934267,0.04156425,0.23758414,0.90503705,0.029611675,0.019956062,0.023573112,0.021822104,0.9202603,0.019487707,0.019155249,0.020217238,0.020879501,0.9165268540382384,0.0207337643951177,0.0208456739783287,0.0203430987894535,0.0215506926178932,[0.7362077  0.08300486 0.03150193 0.03156917 0.11771634],0.7362076974710761,0.08300485534124219,0.03150193101839682,0.03156917346311771,0.1177163427061672
a1578.jpg,F0,F0,0.91453314,0.019938098,0.022129687,0.024159791,0.019239334,0.88865846,0.041022412,0.024823917,0.020628968,0.024866275,0.9253351,0.017324654,0.020212324,0.018530194,0.018597802,0.9197797179222108,0.0195684451609849,0.0201621558517217,0.0194167997688055,0.021072844043374,[0.90015828 0.0316516  0.02362648 0.02219822 0.02236541],0.9001582817714465,0.0316516045117136,0.023626480499385226,0.022198221778737794,0.022365411438716877
a1593.jpg,F0,F0,0.9033925,0.02320261,0.021035405,0.024523485,0.027845997,0.91278964,0.026450392,0.020265661,0.02022683,0.020267501,0.9226337,0.01909879,0.021432752,0.019370861,0.017463835,0.918562114238739,0.0199033860117197,0.0203564055263996,0.0195621848106384,0.0216160118579864,[0.90861312 0.02500693 0.02060777 0.02213645 0.02363572],0.9086131224299758,0.025006933033250137,0.020607769197151213,0.022136454178806993,0.02363572116081579
a1596.jpg,F0,F0,0.84418964,0.059452973,0.037669495,0.023348557,0.035339277,0.9104507,0.018422408,0.019960087,0.021520013,0.0296468,0.91608095,0.019906988,0.018769158,0.01834755,0.026895415,0.9177239537239076,0.020752852782607,0.0205297153443098,0.019676798954606,0.0213167704641819,[0.88100136 0.03665822 0.02783094 0.0223327  0.03217679],0.8810013587946957,0.03665821544870859,0.027830935593726628,0.022332699698653147,0.032176790464215975
a1599.jpg,F0,F0,0.6909487,0.062139172,0.040106133,0.0403669,0.16643906,0.88271135,0.032063033,0.017333727,0.02936175,0.038530204,0.92088586,0.017224928,0.020774081,0.022354094,0.018761095,0.9170800447463988,0.0207550302147865,0.0204646158963441,0.0200056880712509,0.0216945949941873,[0.79748349 0.0454302  0.0274548  0.03425293 0.09537858],0.7974834896058858,0.04543020498028479,0.02745479578423742,0.03425292709271924,0.0953785825368728
a1604.jpg,F0,F0,0.8861918,0.028871031,0.025398266,0.026830321,0.03270852,0.9144141,0.02348167,0.021177148,0.02108926,0.019837746,0.9187241,0.020859996,0.01979898,0.020490902,0.020126034,0.916970670223236,0.0206462275236845,0.0201625544577837,0.0206708535552024,0.0215496756136417,[0.90187092 0.02587694 0.0230532  0.02364084 0.02555809],0.9018709184861041,0.025876943361191156,0.023053202053045656,0.023640844316272246,0.025558091783386847
a1618.jpg,F0,F0,0.87596977,0.03410429,0.012531381,0.06578028,0.011614368,0.91285473,0.023343284,0.022487234,0.020212326,0.021102466,0.9123347,0.024707658,0.023059031,0.018683022,0.021215592,0.9154397249221802,0.0204532239586114,0.0207417793571949,0.0205360893160104,0.0228292495012283,[0.89646136 0.02812595 0.01806241 0.04046475 0.01688553],0.8964613590630538,0.028125951595774544,0.018062409328588932,0.04046474750017782,0.01688553251240488
a1625.jpg,F0,F0,0.90813243,0.031587042,0.02122134,0.021819698,0.01723956,0.8604895,0.040764615,0.025119951,0.022295248,0.05133067,0.9183194,0.021824226,0.019549627,0.02090009,0.019406727,0.916336476802826,0.0211098548024892,0.0204785577952861,0.0205293204635381,0.0215457826852798,[0.88166412 0.03668569 0.02338723 0.02208389 0.03617906],0.8816641159630196,0.036685692851429044,0.02338723448028368,0.022083891953691287,0.03617906475157634
a163.jpg,F0,F0,0.827407,0.051851567,0.046542976,0.043620463,0.03057788,0.91017264,0.022159763,0.023592625,0.02134609,0.022728909,0.91971004,0.019772615,0.020259596,0.02161785,0.01863995,0.9159628748893738,0.0208568125963211,0.0211191456764936,0.0200378317385911,0.0220233015716075,[0.87338794 0.03535612 0.03379278 0.03124581 0.02621734],0.8733879422619476,0.03535612159436834,0.0337927822052759,0.03124581244776731,0.026217341490640735
a171.jpg,F0,F0,0.8547017,0.05058983,0.030650893,0.026799452,0.03725817,0.90114856,0.017962728,0.021871695,0.020316277,0.03870083,0.9194165,0.020015927,0.019540394,0.021066647,0.019960523,0.9153018593788148,0.0209928732365369,0.0208621136844158,0.0205126572400331,0.0223305039107799,[0.88050545 0.03246366 0.02577356 0.02319769 0.03805965],0.8805054494757296,0.03246365994976603,0.025773558973628645,0.023197686487273057,0.038059645113602616
a173.jpg,F0,F0,0.8509837,0.04159084,0.040898588,0.040962152,0.02556469,0.9090918,0.022184791,0.02413069,0.021788795,0.022803912,0.9189152,0.019948727,0.020309286,0.021867882,0.018958854,0.9155296087265016,0.020803153514862,0.0213085040450096,0.0201187785714864,0.0222399625927209,[0.883266   0.0308097  0.03158309 0.03031029 0.02403092],0.8832659954430977,0.030809702282860712,0.03158308974277291,0.030310287606205754,0.02403092492506294
a175.jpg,F0,F0,0.48677212,0.25542444,0.06466346,0.050098926,0.14304101,0.87028074,0.017977396,0.02108101,0.022536615,0.06812434,0.92167485,0.019423906,0.018894684,0.021292664,0.01871386,0.9179619550704956,0.0206959340721368,0.0204432439059019,0.0201220903545618,0.0207768660038709,[0.69983244 0.12350941 0.04045099 0.03478653 0.10142063],0.6998324388616808,0.12350941104060041,0.04045098629906951,0.034786529728359085,0.10142063407029016
a1751.jpg,F0,F0,0.7870595,0.09990645,0.026055053,0.02422489,0.06275414,0.91993225,0.020143338,0.01879168,0.019551305,0.02158156,0.9198191,0.019702379,0.019152766,0.020675898,0.020649757,0.9162285327911376,0.0211001988500356,0.0209165960550308,0.0201121270656585,0.021642580628395,[0.86087762 0.05559361 0.02201984 0.02162845 0.03988048],0.8608776182089487,0.05559360507687741,0.022019843827798275,0.02162845197356931,0.0398804809128063
a178.jpg,F0,F0,0.8373967,0.036572266,0.039964136,0.048761375,0.037305564,0.9026898,0.024932656,0.025115727,0.021657357,0.025604434,0.9172467,0.020148994,0.0207669,0.022906851,0.018930549,0.9160239100456238,0.0207083113491535,0.0211739372462034,0.0199661795049905,0.022127715870738,[0.87367064 0.03010582 0.03171502 0.03370359 0.03080494],0.873670641143911,0.030105815886266925,0.0317150197690766,0.03370358709489757,0.030804936105848023
a1791.jpg,F0,F0,0.8778397,0.02492701,0.040407088,0.027588071,0.029238142,0.910952,0.020157885,0.02238876,0.019392004,0.027109312,0.91857564,0.018204799,0.02182508,0.021217596,0.02017682,0.91687273979187,0.0209833029657602,0.0206135604530572,0.0204099938273429,0.021120274439454,[0.89623544 0.0222775  0.03039691 0.0230347  0.02805546],0.8962354372590612,0.022277496484877996,0.030396906287770316,0.02303470083091554,0.02805545913737493
a180.jpg,F0,F0,0.80277514,0.08485147,0.03443528,0.04454749,0.033390515,0.9130544,0.020373058,0.022905137,0.021531517,0.022135848,0.91941893,0.019960033,0.02035833,0.022018114,0.018244594,0.9160816073417664,0.0206838697195053,0.0209415573626756,0.0199994165450334,0.0222935024648904,[0.86404146 0.04903013 0.02802965 0.03176084 0.02713792],0.8640414550784113,0.04903013337763141,0.028029646930931233,0.03176084052130235,0.02713792409172366
a1805.jpg,F0,F0,0.5262784,0.1722173,0.03925003,0.044722833,0.21753146,0.9070125,0.026274897,0.020907285,0.020735994,0.025069242,0.9177106,0.020624552,0.019714518,0.021435916,0.020514527,0.915432333946228,0.0214344523847103,0.0206772107630968,0.0204118713736534,0.0220440831035375,[0.73779737 0.09113819 0.02905962 0.03139681 0.11060801],0.7377973705132849,0.09113819044243827,0.029059617137884245,0.03139681244268737,0.11060800946370522
a1819.jpg,F0,F0,0.71547925,0.09312153,0.03599696,0.042859033,0.1125432,0.89084715,0.041240074,0.022580257,0.021066029,0.0242664,0.9191737,0.021619996,0.019274559,0.020965824,0.01896594,0.91466623544693,0.0214608404785394,0.0217252373695373,0.020226826891303,0.0219208896160125,[0.81290591 0.0642985  0.02854324 0.03075181 0.06350054],0.8129059115112776,0.06429850287539607,0.02854323788079186,0.0307518104621678,0.06350053727036664
a182.jpg,F0,F0,0.84546214,0.039578598,0.047044422,0.040109843,0.027804999,0.89255315,0.022165833,0.026373833,0.022250036,0.036657162,0.9155822,0.02017969,0.021842953,0.021756047,0.020639114,0.9150369763374328,0.0208927113562822,0.0206924211233854,0.0210945643484592,0.0222832858562469,[0.8716238  0.02990484 0.03556076 0.03018773 0.03272287],0.8716238046681493,0.029904839407491394,0.03556076113625118,0.030187727738373027,0.032722867049735156
a188.jpg,F0,F0,0.8765704,0.025051681,0.030404573,0.030858971,0.037114326,0.86729777,0.02412943,0.029261336,0.025001736,0.054309662,0.9210318,0.020578144,0.019248368,0.019498905,0.019642863,0.9161287546157836,0.0208911281079053,0.0204884801059961,0.0204801429063081,0.0220116190612316,[0.87141899 0.02453932 0.02976944 0.02760495 0.04666729],0.8714189898184876,0.024539320767520304,0.029769443073191897,0.027604953168911706,0.046667293171888474
a190.jpg,F0,F0,0.88239545,0.032017205,0.026882043,0.029392356,0.029312888,0.8639322,0.03861758,0.025459891,0.021863675,0.05012667,0.91879654,0.021507904,0.019398192,0.021196852,0.019100556,0.9175454378128052,0.0210406444966793,0.0202171336859464,0.0201828237622976,0.0210139639675617,[0.8721381  0.03568408 0.02609196 0.02520976 0.0408761 ],0.8721381036183324,0.035684080602664474,0.02609195899621975,0.02520975587020921,0.04087610091257415
a191.jpg,F0,F0,0.3235683,0.35017127,0.09014662,0.056536265,0.1795775,0.91794425,0.01790961,0.019865043,0.021083878,0.023197249,0.92506796,0.01752172,0.017006237,0.021371536,0.019032571,0.9163670539855956,0.0212923996150493,0.0203303843736648,0.0200428999960422,0.0219672918319702,[0.65377716 0.16558146 0.0511013  0.03684049 0.09269958],0.6537771632903682,0.16558145944082708,0.0511012996147821,0.0368404945672461,0.09269958308677638
a1910.jpg,F0,F0,0.90388757,0.021258056,0.024093404,0.022347223,0.0284137,0.8826646,0.04055122,0.024803111,0.024659812,0.02732131,0.9078883,0.019623963,0.021233214,0.022716394,0.028538194,0.9152251482009888,0.0209712367504835,0.0205319561064243,0.020918084308505,0.0223535820841789,[0.89209702 0.03197648 0.02448769 0.02363199 0.02780682],0.8920970234787255,0.0319764801708679,0.024487685457160915,0.023631994464481828,0.027806816428763908
a194.jpg,F0,F0,0.8719724,0.02231094,0.030139042,0.031949405,0.043628242,0.8936463,0.027308848,0.027021565,0.025823973,0.026199248,0.91918045,0.018637512,0.020009883,0.021704007,0.020468175,0.9168105125427246,0.0205105729401111,0.0206721033900976,0.0199172478169202,0.0220895949751138,[0.88401348 0.02508756 0.02840711 0.02854639 0.03394547],0.8840134765754315,0.025087556152081893,0.028407111008791307,0.028546387900991888,0.03394546836270336
a1955.jpg,F0,F0,0.81543183,0.06680692,0.030565748,0.029321667,0.05787375,0.8783641,0.028937602,0.026357293,0.024173118,0.04216791,0.9175642,0.019945445,0.021271149,0.021760846,0.01945837,0.9178858399391174,0.0204405449330806,0.0203275084495544,0.0196775924414396,0.0216684993356466,[0.85039422 0.04576841 0.02822772 0.02646136 0.04914828],0.8503942234820779,0.04576841114421029,0.028227718150137405,0.02646136266153407,0.04914828456204046
a1958.jpg,F0,F0,0.8160737,0.052953172,0.053802844,0.04323077,0.03393946,0.89497995,0.021897782,0.025836745,0.022109576,0.0351759,0.9164926,0.020060502,0.021422217,0.021542259,0.020482497,0.9152135848999025,0.0208784565329551,0.0206767562776803,0.0209862776100635,0.0222449246793985,[0.85991055 0.03570018 0.03826612 0.03149677 0.03462637],0.8599105486466285,0.03570017934453121,0.038266124250891334,0.03149677491167172,0.03462637284627713
a1990.jpg,F0,F0,0.4754764,0.2980966,0.055933867,0.048208985,0.12228409,0.91147083,0.022914106,0.02083635,0.024534425,0.020244176,0.9231471,0.019251427,0.01991415,0.019386584,0.018300772,0.9190458059310912,0.0197509452700614,0.0201113615185022,0.0201268456876277,0.0209650956094265,[0.71769559 0.14521745 0.03643525 0.03505645 0.06559525],0.7176955913337095,0.14521744952647858,0.03643524967098822,0.035056454771110496,0.06559525469771312
a1993.jpg,F0,F0,0.65648544,0.15808411,0.050684333,0.04362465,0.09112156,0.8910231,0.019187804,0.021722915,0.022093745,0.04597247,0.92047316,0.019752787,0.019919295,0.022186909,0.017667757,0.917322039604187,0.0206433776766061,0.0205418746918439,0.0204298458993434,0.0210628919303417,[0.78678409 0.08091949 0.03459465 0.03166303 0.06603873],0.7867840926181136,0.08091949068240402,0.03459465424996638,0.03166303420429283,0.06603872824522326
a2037.jpg,F0,F0,0.91442734,0.016314976,0.02316201,0.02478832,0.021307355,0.8475624,0.07663308,0.027493205,0.021737568,0.026573867,0.923878,0.017812354,0.020827562,0.018658105,0.018823905,0.9197800159454346,0.0195297095924615,0.0202455930411815,0.0193733423948287,0.0210712440311908,[0.87728009 0.04982503 0.02556823 0.02309346 0.02423319],0.8772800922358694,0.04982503043396463,0.025568227728532268,0.02309345622795027,0.024233193373683466
a209.jpg,F0,F0,0.2031278,0.43642154,0.08624819,0.049305607,0.22489686,0.92210776,0.017257215,0.01933373,0.019801324,0.021500006,0.922085,0.019284025,0.017161574,0.021751681,0.019717772,0.9170459508895874,0.0208155214786529,0.0201697964221239,0.020130805671215,0.0218379851430654,[0.6025611  0.20355247 0.04907349 0.03291434 0.11189861],0.6025611001980601,0.2035524668689942,0.04907348911122459,0.032914338070551434,0.1118986057511697
a211.jpg,F0,F0,0.72081167,0.073684454,0.034369804,0.051953927,0.11918014,0.6761224,0.083281666,0.026862212,0.024613155,0.18912049,0.9136568,0.024092322,0.021445861,0.019733353,0.02107176,0.9179186820983888,0.020023938268423,0.020397700369358,0.0197036284953355,0.0219561643898487,[0.69598433 0.07901624 0.03019892 0.03676461 0.1580359 ],0.6959843290970725,0.07901624200017532,0.03019892091450699,0.03676461087662971,0.15803589711161536
a2138.jpg,F0,F0,0.36968717,0.30137157,0.049226027,0.052621827,0.22709335,0.8971855,0.032377485,0.020569867,0.021383975,0.028483126,0.91961503,0.019889953,0.019511146,0.021043895,0.019939939,0.915181040763855,0.0213411096483469,0.0208309926092624,0.0205123908817768,0.0221345219761133,[0.66274183 0.15193042 0.03330594 0.03526747 0.11675434],0.6627418315776111,0.151930419415118,0.03330593980971404,0.03526746657641857,0.11675434262113812
a216.jpg,F0,F0,0.8507687,0.04667666,0.03268894,0.03121825,0.038647566,0.9155629,0.019800888,0.020806983,0.01962747,0.024201732,0.9188388,0.019882469,0.019679733,0.02181936,0.019779555,0.914978325366974,0.0210574194788932,0.0211518872529268,0.0205833129584789,0.0222290325909852,[0.88676545 0.03174567 0.02608785 0.02477893 0.0306221 ],0.8867654453615743,0.03174567439507479,0.02608785182412186,0.02477892687197034,0.030622101547258734
a219.jpg,F0,F0,0.868615,0.04138851,0.016574305,0.044070195,0.029352022,0.90154463,0.025355,0.027317995,0.019277794,0.026504492,0.91978836,0.022058196,0.019485237,0.020458717,0.018209456,0.9149919748306274,0.0207499749958515,0.0196668393909931,0.0223072282969951,0.0222839675843715,[0.88690927 0.03248101 0.02254302 0.03029664 0.02777006],0.8869092701278043,0.03248100558849765,0.02254302246068202,0.030296639956003877,0.027770061867012183
a225.jpg,F0,F0,0.85261536,0.034843512,0.023328321,0.023468252,0.06574449,0.91043746,0.020171126,0.023609985,0.020813763,0.024967734,0.9213561,0.021174867,0.018629204,0.019454485,0.019385384,0.9164039492607116,0.0207999479025602,0.0199609491974115,0.0209940876811742,0.0218410212546587,[0.88473874 0.02669219 0.0234848  0.02199354 0.04309074],0.8847387410245446,0.026692186207180574,0.023484800791246215,0.021993535693390794,0.0430907362836379
a2285.jpg,F0,F0,0.9112345,0.017695574,0.02649471,0.024594603,0.019980595,0.9086401,0.022424012,0.025167448,0.01979674,0.023971716,0.92226017,0.018976465,0.02067444,0.019217482,0.018871434,0.9140285849571228,0.0206105560064315,0.021259868517518,0.0210722852498292,0.0230287034064531,[0.90979317 0.02032248 0.02575734 0.02192912 0.02219788],0.9097931658579615,0.02032248398193557,0.025757342199326808,0.021929123536063,0.02219788442471299
a2316.jpg,F0,F0,0.7725171,0.1283617,0.026540447,0.025518266,0.047062505,0.919673,0.021896819,0.018565096,0.020180091,0.019684916,0.92004067,0.018925695,0.019943496,0.021303726,0.01978635,0.9163455367088318,0.0206507481634616,0.0206068307161331,0.020333794876933,0.0220631174743175,[0.85427041 0.06921455 0.0221097  0.02255261 0.03185273],0.8542704079619988,0.06921454633446952,0.022109697225653747,0.022552614019081253,0.03185273445879661
a2335.jpg,F0,F0,0.85987073,0.038056426,0.027331406,0.044158336,0.030583201,0.90005946,0.027272457,0.024508901,0.02321001,0.024949143,0.9192507,0.021790342,0.020309165,0.021406205,0.017243605,0.9148848056793212,0.020590778440237,0.0212208144366741,0.0207959488034248,0.022507756948471,[0.88219778 0.03206533 0.02576335 0.03252038 0.02745317],0.8821977776187064,0.03206533121684465,0.02576334694815554,0.032520376204153954,0.027453168012139425
a247.jpg,F0,F0,0.8736506,0.027701953,0.03600991,0.021459633,0.041177846,0.8879448,0.02555891,0.026677119,0.02422207,0.035597004,0.9160875,0.021021856,0.023530023,0.018805658,0.020554954,0.9148541688919068,0.0206560641527175,0.0213954132050275,0.0207084026187658,0.0223858635872602,[0.88159189 0.02651138 0.03082503 0.02299432 0.03807738],0.8815918924557097,0.026511375667628487,0.030825028566838386,0.02299432205410321,0.03807738125572026
a2473.jpg,F0,F0,0.89408606,0.028070152,0.028661083,0.024275588,0.024907043,0.9095803,0.029113952,0.020438623,0.020719163,0.020147989,0.9228426,0.018746007,0.021462679,0.019136911,0.017811868,0.9190704822540284,0.0197196286171674,0.0202941428869962,0.019477941095829,0.0214377865195274,[0.90269399 0.02865004 0.02409305 0.0222998  0.02226312],0.9026939872593035,0.028650041401406298,0.024093050097664562,0.02229979673225192,0.022263124509373677
a249.jpg,F0,F0,0.76277727,0.09691865,0.07174462,0.034565303,0.033994127,0.89010185,0.020924766,0.023403862,0.023910135,0.04165933,0.9238131,0.019820556,0.019074945,0.019022135,0.018269299,0.9180042147636414,0.0200835950672626,0.0203018207103014,0.0198770575225353,0.0217333957552909,[0.83351319 0.05469983 0.04488865 0.02864577 0.03825257],0.833513185285871,0.05469982801704782,0.04488864535332237,0.028645766511281714,0.038252574832476974
